NO,lon,lat,prob
263,-73.17646361,-7.378522193,0.812399745
264,-70.74166986,-6.790664671,0.884693682
265,-71.01954872,-6.820368963,0.874003053
266,-71.3094661,-6.934543202,0.900489688
267,-71.71625576,-7.091809168,0.916817009
268,-76.57512243,-8.116164261,0.861156762
269,-75.20402109,-7.73880651,0.86668092
270,-74.92805863,-7.73880651,0.842346072
271,-76.09323345,-8.191078311,0.939191759
272,-75.88194969,-8.378406992,0.875153422
273,-75.46081949,-8.325226727,0.836777866
274,-74.86750021,-7.876787737,0.854283094
275,-74.64181727,-8.126443166,0.908821702
276,-74.25923296,-8.078010361,0.838953257
277,-74.35313685,-8.145084569,0.861681223
278,-74.13275017,-8.259110722,0.82120055
279,-74.35223501,-8.508525319,0.871963203
280,-74.71214357,-8.588413143,0.8752774
281,-74.19599157,-8.850321955,0.816058576
282,-72.29156316,-7.761803381,0.840609789
283,-72.0764466,-7.907450232,0.8609038
284,-72.95128591,-8.178621673,0.875431418
285,-73.38535185,-8.230364633,0.887268186
286,-73.29911359,-8.233239242,0.857624769
287,-72.60537464,-8.398050153,0.831705391
288,-70.86144523,-7.796298688,0.871251881
289,-71.68789529,-8.70036319,0.842970729
290,-73.67785614,3.337164282,0.900779188
291,-74.43673178,2.913465338,0.961622059
292,-73.71382982,3.03795856,0.903539002
293,-73.57469875,2.897102724,0.83795017
294,-74.99360571,2.887903975,0.897411048
295,-73.78243715,2.784418055,0.838543832
296,-71.58669095,3.792293341,0.956239283
297,-73.53713719,3.332510153,0.824795663
298,-72.25697802,2.907068035,0.859038055
299,-72.80171641,2.759983879,0.886997819
300,-71.79047006,2.882976074,0.884635568
301,-71.51213492,2.875127936,0.872920871
302,-71.92160699,2.839993827,0.829870701
303,-76.50564999,1.418978823,0.864146411
304,-75.74479174,1.681920991,0.956433356
305,-76.09252763,1.154377917,0.85315758
306,-74.80963074,1.266624551,0.8784554
307,-72.46011705,2.69243057,0.808605313
308,-72.52335845,2.700096193,0.870914638
309,-72.51377642,1.454432333,0.87560612
310,-71.33135396,2.333104456,0.853278458
311,-70.68744156,2.252040485,0.874351442
312,-71.56834949,2.17627857,0.873755336
313,-71.21924421,2.209496273,0.873440564
314,-70.91549387,2.190332213,0.852626026
315,-70.80817513,1.407480387,0.903635383
316,-71.96807983,1.280278943,0.914468586
317,-77.62794211,0.677516387,0.95513624
318,-76.55208598,-0.068078478,0.87711364
319,-76.20477426,1.228296432,0.830795944
320,-75.64211748,0.857280242,0.89095372
321,-76.40024767,0.684037145,0.820039928
322,-76.22393832,0.490480145,0.84075433
323,-76.44897913,0.445307719,0.864015222
324,-75.9901368,0.270093462,0.868884027
325,-75.87323603,0.13402864,0.876130342
326,-75.65668216,0.086118492,0.838533998
327,-74.64481983,1.186135501,0.866135299
328,-74.57966202,0.753027759,0.855270803
329,-74.31807261,0.585342239,0.882897437
330,-74.22704333,0.526891858,0.850263238
331,-73.57601286,0.457901244,0.922973514
332,-74.68314794,0.139777858,0.85993892
333,-74.28645191,-0.086741324,0.846186161
334,-74.56241437,-0.107438508,0.842898011
335,-72.89705761,1.059652709,0.867108703
336,-73.06186852,0.919755076,0.894589722
337,-72.34129989,0.871844927,0.866779864
338,-73.44706611,0.280633695,0.896441877
339,-73.29183723,0.153575981,0.867010653
340,-71.85836559,1.201466749,0.835989535
341,-71.73571561,1.201466749,0.851048768
342,-71.59773438,1.147807382,0.812862456
343,-71.17612508,0.097616928,0.871704161
344,-71.00939776,0.03300667,0.90343827
345,-70.6682775,-0.063361171,0.938963413
346,-70.10575247,-9.106024406,0.878568232
347,-70.26213119,-9.173481895,0.885135412
348,-69.09293193,-9.141669556,0.902472556
349,-69.3183834,-9.246962374,0.890787482
350,-69.94285797,-9.338676087,0.882027328
351,-70.04155287,-9.53319129,0.878741324
352,-69.3746436,-9.602181903,0.952149034
353,-65.96760507,-9.762737124,0.997498333
354,-69.65304402,-9.987998084,1
355,-70.00753667,-10.15506502,1
356,-69.49085994,-10.26703788,0.835184216
357,-68.15868404,-9.23327376,0.83686012
358,-68.77385034,-10.24130328,0.882518351
359,-67.09754269,-9.357018829,0.903995275
360,-64.94582948,-9.121164013,0.862960517
361,-64.96786815,-9.277351097,0.873220265
362,-65.05793923,-9.380837017,0.884750783
363,-64.80497364,-9.463242473,0.803954899
364,-65.64340124,-10.09661464,0.896906137
365,-64.09686165,-9.354965537,0.963371336
366,-62.86020489,-9.09452597,0.890308022
367,-63.03804737,-9.225608136,0.848922074
368,-62.39180791,-9.446131706,0.921006858
369,-62.42958848,-9.848679617,0.874009192
370,-61.98977332,-9.76890922,0.821976364
371,-62.54553104,-9.896350215,0.854742408
372,-62.2647212,-9.895222918,0.867148578
373,-62.16033345,-10.03816425,0.860324442
374,-62.83950771,-10.17192939,0.87255168
375,-62.69117789,-10.12248612,0.87027663
376,-62.68542867,-10.28921343,0.886721313
377,-62.35667794,-10.33416186,0.888054788
378,-62.60493962,-10.3122103,0.865464509
379,-62.93072863,-10.42144544,0.871995389
380,-62.47845683,-10.42894442,0.972318947
381,-69.6956416,-10.41377982,0.891898155
382,-69.75696659,-10.4415677,0.843725204
383,-70.22840245,-10.67728564,0.878776193
384,-70.48520085,-10.74723445,0.809194207
385,-69.49556882,-11.40954434,0.911511064
386,-70.4447821,-11.62355462,0.935031295
387,-68.55346366,-11.03852816,0.82796526
388,-68.72106207,-11.15943595,0.868000805
389,-68.90480475,-11.16884376,0.89134258
390,-69.02911561,-11.24013406,0.93938905
391,-69.06035303,-11.44480621,0.882540464
392,-69.10730498,-11.88749599,0.873446107
393,-66.06927652,-11.01381964,0.964407265
394,-66.62076827,-10.89000669,0.901149392
395,-66.43851806,-11.06190831,0.88018024
396,-66.62692815,-11.13270582,0.859607697
397,-67.53776851,-11.14584689,0.844497502
398,-66.81336707,-11.24473343,0.865070999
399,-66.98967641,-11.31832342,0.851524353
400,-66.45231619,-11.47063347,0.924840152
401,-66.81225878,-11.71605847,0.934430003
402,-67.45344665,-11.48696714,0.834706962
403,-67.67574974,-11.50804761,0.878816843
404,-66.3074359,-11.51379683,0.876266122
405,-67.32361015,-11.59716049,0.899543285
406,-66.63442266,-11.97912415,0.91268003
407,-66.16178905,-10.53259699,0.840283334
408,-65.61293039,-10.5444787,0.854826987
409,-65.71924669,-10.64699168,0.900808036
410,-65.47494916,-11.23553469,0.886870086
411,-65.02791553,-11.84597386,0.925968945
412,-64.04224408,-10.60542041,0.914682388
413,-64.532844,-10.81622507,0.848013997
414,-64.19172374,-10.86221881,0.857252717
415,-63.89440705,-10.90109447,0.883483171
416,-64.13806437,-11.83192021,0.830057204
417,-64.06378281,-12.1866775,0.950972378
418,-63.37916762,-11.85491709,0.827419221
419,-63.43374686,-12.12658679,0.92844528
420,-62.59056658,-10.49618527,0.880965292
421,-62.25910206,-10.67441103,0.910854459
422,-62.08980971,-10.71887164,0.942838728
423,-62.00045044,-10.90191579,0.864301682
424,-62.25423734,-10.88713209,0.823251188
425,-62.76783413,-10.95420629,0.90354377
426,-62.24109627,-11.37253033,0.867087245
427,-62.08463541,-11.41653923,0.981320322
428,-62.86940364,-11.35856795,0.867665052
429,-57.88241706,-12.83804133,0.99533385
430,-62.92412388,-11.89588026,0.968743742
431,-69.40956303,-12.66891836,0.87984705
432,-70.54722271,-12.65318727,0.89318186
433,-70.39065815,-12.6010378,0.851948321
434,-70.08089395,-12.66725419,0.866327345
435,-69.79704035,-12.78033244,0.894738019
436,-70.45453835,-12.83228411,0.840996265
437,-70.39397992,-13.02929065,0.862309933
438,-69.59828818,-13.10211407,0.862411916
439,-69.67264473,-13.38229262,0.891839266
440,-69.0578617,-12.52105979,0.835864902
441,-67.91338408,-13.03350674,0.866421342
442,-68.22997434,-13.19486812,0.856134772
443,-68.38290353,-13.22706374,0.839128077
444,-68.66748981,-13.37079418,0.877620995
445,-66.78845379,-12.18789262,0.871668637
446,-67.0835803,-12.93179141,0.915313482
447,-66.30513621,-12.63451102,0.893770099
448,-66.47607962,-12.74796225,0.873261571
449,-67.64585381,-12.8591138,0.863871813
450,-66.77312254,-13.17244617,0.848342896
451,-67.36337557,-13.39954027,0.843870878
452,-66.2002618,-13.25982343,0.97608614
453,-66.64398481,-14.19607513,0.967327178
454,-65.58686727,-11.90474364,0.875020146
455,-65.49248427,-11.99457517,0.90262574
456,-65.270277,-12.09561767,0.86068213
457,-65.16679108,-12.18760516,0.897439361
458,-65.16430824,-12.5346137,0.966706693
459,-65.71474381,-12.56642635,0.858248472
460,-65.58485,-12.58678243,0.957481682
461,-64.92971425,-12.62391852,0.940252364
462,-65.88486839,-12.63201969,0.843891978
463,-66.04297188,-12.66035512,0.997386515
464,-64.65987433,-12.16017317,0.898098111
465,-63.53171354,-12.53945729,0.871307611
466,-64.13841281,-12.59046853,0.877793014
467,-63.42132855,-12.59177517,0.874771237
468,-63.9540894,-12.74412944,0.816123366
469,-64.25432634,-12.92171639,0.850781977
470,-64.04393502,-13.33629888,0.898279309
471,-63.71669462,-13.19073188,0.960868657
472,-64.70751071,-13.17997491,0.942377508
473,-64.57979594,-13.34204809,0.927233994
474,-64.46193698,-13.28263951,0.883678675
475,-64.17447609,-13.33629888,0.894534409
476,-63.04188018,-12.14621079,0.859565437
477,-62.68128298,-12.47374673,0.952575028
478,-63.23078305,-12.62093192,0.843166828
479,-63.0821247,-12.6348943,0.879687905
480,-62.99908044,-12.81056485,0.965705633
481,-62.25136273,-12.84761536,0.909335971
482,-62.89240051,-12.87521161,0.827946484
483,-62.35497363,-13.05858666,0.902386069
484,-62.16120454,-13.14448406,0.927336574
485,-69.27115768,-13.52889767,0.846668422
486,-69.39795988,-13.62056576,0.95012325
487,-68.74510425,-13.61369864,0.843909919
488,-68.00690469,-13.62950899,0.821780026
489,-68.99519523,-13.65250586,0.849144816
490,-68.82176049,-13.74066053,0.882921576
491,-69.06131123,-13.95146518,0.84153074
492,-68.13568716,-14.16418624,0.8428545
493,-67.88655439,-14.46889479,0.862963796
494,-67.78785949,-14.52063775,0.862448692
495,-66.69148365,-13.50532588,0.922783911
496,-67.54447593,-14.45883366,0.868611991
497,-67.32459653,-14.43969778,0.926630199
498,-67.13039536,-14.37362203,0.861256719
499,-67.19856466,-14.39415496,0.858677208
500,-67.08013077,-14.53098634,0.866817057
501,-67.61969487,-14.73551476,0.915825665
502,-67.42853337,-14.75252287,0.857180119
503,-65.96631564,-13.57968243,0.907480001
504,-65.3083496,-13.68955637,0.915408969
505,-65.85078374,-13.73365196,0.966001332
506,-66.15412342,-13.75215897,0.890975356
507,-66.0506375,-13.75982459,0.902397335
508,-65.75551099,-14.74485724,0.871547878
509,-64.31268728,-13.45243308,0.921534538
510,-64.52134556,-13.56051837,0.848737061
511,-63.86210192,-13.63717461,0.845273733
512,-63.78927849,-13.81348396,0.874164343
513,-64.4548588,-14.86278843,0.935827076
514,-64.71375272,-14.61377508,0.851390183
515,-64.08593813,-14.82534629,0.860186636
516,-61.98785691,-13.36121215,0.833363593
517,-62.1616307,-13.57732378,0.972099483
518,-63.1472825,-13.62950899,0.930814087
519,-62.51549438,-16.31421606,0.994859815
520,-68.05519812,-14.9575783,0.930884719
521,-67.63818818,-15.35504089,0.875050187
522,-67.1468217,-14.89433691,0.82154882
523,-67.08549671,-15.25078841,0.825031698
524,-66.64663975,-15.50375399,0.902509093
525,-67.09737843,-15.70382677,0.863759816
526,-66.94751548,-15.81037894,0.84529388
527,-66.30579326,-15.99325883,0.903619528
528,-67.12382483,-16.01735079,0.855650187
529,-67.05154895,-16.08853158,0.929988921
530,-66.85689686,-16.21829964,0.869468629
531,-67.11462608,-16.23965387,0.863045335
532,-65.60411492,-14.95949471,0.860268116
533,-65.66735631,-15.59957429,0.916130245
534,-65.53704071,-15.60016395,0.903267503
535,-65.72791474,-15.6808299,0.895901024
536,-64.92030644,-15.62396491,0.889563262
537,-65.3267836,-15.64173522,0.840754688
538,-65.16679108,-15.72222427,0.888161659
539,-65.01287064,-15.96051944,0.895612657
540,-65.25916185,-15.76821801,0.89485389
541,-65.22275014,-15.90428284,0.846066236
542,-66.12346093,-16.01888391,0.86350441
543,-65.14149452,-16.21359075,0.864609301
544,-64.18022531,-14.95182908,0.890684366
545,-63.99050112,-15.13005484,0.855962038
546,-64.05987501,-15.24772216,0.87842828
547,-64.2170203,-15.2875834,0.861493111
548,-63.7905561,-15.4079337,0.865813732
549,-63.64746445,-15.49225556,0.903714836
550,-64.25319615,-15.51348344,0.905250728
551,-63.56865226,-15.62520622,0.91957742
552,-64.06140814,-15.51141962,0.867224932
553,-63.74328475,-15.62640397,0.80792439
554,-63.83335583,-15.57849383,0.868085802
555,-64.11813375,-15.61873835,0.892236173
556,-64.50984713,-15.68389615,0.872725308
557,-64.03074564,-15.73043744,0.876110733
558,-64.42935808,-15.72605708,0.855046988
559,-63.82185739,-15.75671958,0.875277936
560,-63.68962538,-15.79121488,0.826452672
561,-63.64363164,-16.02173114,0.8838166
562,-63.42132855,-15.94419407,0.864654839
563,-63.99890382,-16.10756928,0.930939078
564,-64.21472061,-16.0231,0.827794671
565,-63.47652104,-16.22585575,0.866543949
566,-64.19231849,-16.76858191,0.8998124
567,-63.98858471,-16.5692757,0.820985615
568,-64.45618776,-16.74941785,0.887591839
569,-63.98858471,-16.75325067,0.83399111
570,-64.36707488,-16.94393306,0.853032112
571,-63.770881,-16.93530923,0.889912426
572,-63.67046133,-16.95255688,0.830047369
573,-64.48338247,-17.10787702,0.891655445
574,-63.98091909,-17.09820374,0.857641876
575,-63.53631291,-17.13653185,0.829069793
576,-63.67621054,-17.17677638,0.849020779
577,-63.75095038,-17.19019122,0.810759485
578,-64.32683036,-17.22277012,0.858320832
579,-64.60950024,-17.24385059,0.85659498
580,-63.94450737,-17.2802623,0.887865543
581,-63.51331604,-17.44522063,0.849804223
582,-70.22456964,-0.406637385,0.837016582
583,-70.44058113,-0.987923081,0.962958157
584,-69.4327107,-1.039817908,0.865380406
585,-69.66881192,-1.108041959,0.914619088
586,-69.56768465,-1.24130588,0.875915825
587,-70.018556,-1.288184117,0.908833206
588,-69.84895407,-1.203862256,0.848794758
589,-69.41776274,-1.2824349,0.845455587
590,-69.43501039,-1.513224929,0.824835241
591,-70.14599699,-1.550731731,0.895896554
592,-68.64161833,-0.325190133,0.833911717
593,-68.98887109,-0.340713021,0.903273582
594,-68.99232062,-0.678767029,0.889525294
595,-68.7859237,-0.951279953,0.948567033
596,-68.04683562,-1.623729376,0.854565382
597,-67.60300964,-1.72337491,0.913501561
598,-68.24204769,-1.707877018,0.864552915
599,-66.27102419,-0.358727237,0.86877352
600,-66.37642651,-1.65038484,0.845166922
601,-66.19820076,-1.657092261,0.884669721
602,-66.00628639,-0.294938296,0.915745497
603,-65.50166091,-0.280744257,0.907851636
604,-65.73251412,-0.282070999,0.86260736
605,-65.36456418,-0.35968544,0.884021759
606,-65.03110954,-0.402804573,0.835532606
607,-65.6319028,-0.535036583,0.818721175
608,-65.00427986,-1.138704454,0.834796429
609,-65.85172903,-1.762765777,0.927227855
610,-64.03135082,-0.28237359,0.906383097
611,-63.17691611,-0.675444735,0.938537955
612,-63.89468082,-0.283029202,0.900988638
613,-64.09973626,-0.33381396,0.869508803
614,-64.5992794,-0.411747801,0.855898023
615,-64.52134556,-0.429634257,0.860532999
616,-63.93875816,-0.604027197,0.908639967
617,-64.03936947,-0.62127485,0.909084857
618,-63.29292936,-0.816748256,0.852482855
619,-63.72685841,-0.995795326,0.847963333
620,-64.04176498,-1.055340796,0.901816249
621,-63.86114372,-1.003597835,0.834349394
622,-63.45007464,-1.033302127,0.870890796
623,-63.55011103,-1.060515092,0.867340863
624,-63.63749914,-1.042117595,0.869096696
625,-64.3728241,-1.242190375,0.833852172
626,-63.89966348,-1.260587872,0.839157045
627,-64.5734718,-1.30198224,0.861380637
628,-63.32474169,-1.531950953,0.862511098
629,-64.29635951,-1.643485779,0.871049583
630,-64.16872687,-1.644635622,0.82246542
631,-63.80882583,-1.653834371,0.868211091
632,-63.58230665,-1.644635622,0.832289875
633,-62.77454155,-0.247575692,0.911196113
634,-62.91211212,-0.471795187,0.86685431
635,-62.13733657,-0.605943603,0.846709907
636,-62.44626121,-0.782252949,0.852967441
637,-62.35963966,-0.858909187,0.805885971
